pitch_mean,mfcc8_mean,f1_mean,mfcc2_mean,hnr,flatness_mean,mfcc1_mean,pitch_std,mfcc_delta7_mean,contrast3_mean,mfcc_delta2_12_mean,mfcc12_mean,rms_mean,mfcc5_mean,mfcc10_mean,mfcc7_mean,contrast4_std,mfcc_delta2_6_mean,f2_mean,mfcc_delta4_mean,mfcc6_mean,mfcc_delta2_3_mean,mfcc_delta2_7_mean,mfcc_delta2_9_mean,zcr_mean,mfcc_delta2_13_mean,mfcc4_mean,shimmer,contrast1_mean,contrast6_std,contrast6_mean,jitter,mfcc_delta8_mean,rms_std,zcr_std,contrast2_mean,mfcc_delta9_mean,contrast3_std,contrast1_std,label,filename
219.8189198809936,2.972771,804.7950686950732,114.83024,13.36469965527228,0.0025928686,-259.2104,129.1928811238579,-0.34043866,21.402901357037333,0.08719531,-3.1232078,0.15210795,0.9570984,-5.334489,-23.465052,5.032064778413921,0.35411865,1882.3842124548264,-0.18999858,-24.910496,0.14102826,0.21258382,0.26207745,0.0423226404671717,0.061089996,33.598713,0.1345758537828206,32.154295191268695,4.393293130702335,18.159518570711956,0.0271330102219203,0.025510697,0.08619636,0.0392495244307182,18.34342076571121,-0.0039606574,6.854777868676167,4.6634877099011645,angry,a01.wav
223.1779548350181,10.860435,833.2803160321796,112.22705,12.68002081964734,0.0009921597,-267.05136,136.84953609442638,-0.0012727936,19.44274240686208,0.038597845,-4.88418,0.13315377,6.3442016,2.6157837,-12.01501,4.516712890590505,0.021671379,1976.9812791207976,-0.05539358,-18.731644,-0.084345765,0.03304283,0.052366573,0.0347693101415094,0.005087372,22.426592,0.11136260434408,32.256053158649515,3.962514930636377,18.950636281682907,0.0216367981678398,-0.036270548,0.08766488,0.0303739224221456,18.430773442989995,-0.1172777,6.25077290318134,4.600066049621172,angry,a02.wav
189.70432161026991,5.009724,856.3266514047392,133.80275,14.91474634029436,0.002564839,-184.91362,23.60723915032954,0.08918969,21.73021868317278,0.35485616,-8.799978,0.2372221,-6.3725166,-2.5552986,-13.1025,6.347278015340862,1.5965968,2126.826153530157,2.129095,-33.106735,0.574412,0.47625357,1.0162119,0.0590952280405405,0.29774418,27.560528,0.1145348367890868,30.242930209595208,6.139065975367927,17.27821037647358,0.0208111060838583,0.70826894,0.10462379,0.0367498416870023,20.586708885013685,0.19488426,6.520482292174068,5.652110977640544,angry,a03.wav
186.44021344292784,1.837043,777.3314737921608,136.38512,14.425767794777702,0.004157384,-180.6395,78.67029268969661,0.7284582,21.409751150472637,0.019689288,-7.3749266,0.22365819,0.59296674,-3.8656425,-34.267403,3.666262386345128,0.042989116,1936.9715724379196,-0.74214715,-34.382668,1.7037896,0.27331516,0.22580934,0.0751517159598214,0.23067936,13.918383,0.1139940190920988,29.432175361756315,4.490773165135589,17.61136691008307,0.0209562676434177,0.52867836,0.15501434,0.0484217953854031,19.75668843220444,-0.19205488,5.25952440747009,5.604620571826075,angry,a04.wav
194.8425343718177,-2.1949635,850.2690049215064,142.08011,14.797286619842202,0.0008349051,-185.2646,82.41529359256283,-0.17982206,25.891098006318693,0.10037188,-8.827157,0.2501538,7.273042,-5.3619723,-25.5308,6.010784321268855,0.6808831,1907.5899513036325,0.6223436,-41.45385,1.2237581,0.15231125,0.5042157,0.0508078835227272,-0.19994627,22.434223,0.0899128233864075,30.180193575075663,4.623362984333893,19.51301694692946,0.0247350602763494,0.007972444,0.13014506,0.0159006715765257,21.30093403295032,-0.18261528,6.664598517618112,6.737297454549992,angry,a05.wav
263.0200599180583,4.484802,855.2464138087666,109.99832,12.472949528558605,0.0026502728,-247.10701,131.86898722548614,-0.23742928,18.530485394640426,-0.037274826,-2.798573,0.15182844,-4.5745783,0.87273985,-23.547281,4.352955697032359,-0.007843991,1940.813730753942,0.21558754,-17.20251,-0.273818,0.20178947,-0.0085741915,0.0393374544902912,0.004570256,22.3795,0.1120155226118718,31.84171496826135,4.167557100602064,18.003792186537055,0.0267880194882402,0.299005,0.10348669,0.0269094718765999,17.447631133307656,0.12633003,6.166684079237156,4.767295769544326,angry,a06.wav
193.4768552917308,-0.15994167,751.783346279984,145.78766,16.121748875044485,0.00071689696,-146.06384,60.9568067492063,-0.036866378,23.22049582837955,-0.1536323,-12.117615,0.3099526,-19.402243,10.320495,-18.83312,4.995224060716941,0.98106986,1899.396618308191,0.3099355,-35.879017,0.70141697,0.42500457,0.5174869,0.0553792317708333,0.030245915,11.312077,0.098247236596905,29.818462670169097,4.118432264955097,19.568120701821893,0.0123515167648228,-0.14105968,0.110467,0.0205026852288636,24.586263688441505,-0.28299665,5.311896111696279,5.197591717267793,angry,a07.wav
220.10966141161785,-1.1677845,810.5086298716861,117.421196,15.53028828293289,0.0052597225,-181.57143,67.3349168163842,-0.1503555,23.481542095347752,0.19094364,-9.904131,0.28814906,-15.801378,-5.191992,-28.548265,5.891358146029933,0.34929833,1853.343380707842,-0.053127605,-29.344887,0.8274005,-0.007697885,0.035517845,0.0694786658653846,-0.086350925,15.049963,0.0918459293408443,28.616092505770617,2.7176610791310165,17.54623871193524,0.0238366501288639,0.19683556,0.17767125,0.0425720014952951,20.237317134940074,0.34162205,7.525497901230024,4.871502733291564,angry,a08.wav
171.1109484283398,3.1930165,713.9453819442585,143.17908,13.988044125376414,0.0028646505,-234.30826,78.044393608165,-0.18914638,22.85118815050985,-0.0007961293,-11.488372,0.15544312,9.529913,2.4226418,-32.289482,5.252010750454648,0.536142,1881.4115448784817,0.97952074,-29.701824,0.8999796,0.30625096,0.1875429,0.0554720417837078,0.03203115,30.127754,0.1185698441040924,29.674529546325022,3.856687710936658,19.36645817058273,0.0270379911292736,-0.4237949,0.0810307,0.0477487583799842,17.96760982079376,-0.080563,6.572581055234591,4.7357886979591415,angry,a09.wav
186.87642634178664,1.4434489,713.0398018230738,137.52933,14.908382296862722,0.0043156096,-201.74962,63.9697278067862,0.058566526,22.94408690215653,0.15347032,-6.138227,0.22112128,-8.777228,-0.66797614,-32.031868,5.90893481980053,0.5166058,1777.4623966636866,0.42221382,-33.667904,0.52123094,3.245583e-05,0.04879432,0.0709816261574074,-0.06926059,23.126736,0.1033896049101694,29.645816510486387,3.754582156444741,18.63793311391217,0.0239217976069193,0.2934813,0.11166381,0.056513680554453,21.581482123398413,-0.06848477,5.834535097575286,4.367398425574174,angry,a10.wav
