mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc_delta1_mean,mfcc_delta2_mean,mfcc_delta3_mean,mfcc_delta4_mean,mfcc_delta5_mean,mfcc_delta6_mean,mfcc_delta7_mean,mfcc_delta8_mean,mfcc_delta9_mean,mfcc_delta10_mean,mfcc_delta11_mean,mfcc_delta12_mean,mfcc_delta13_mean,mfcc_delta2_1_mean,mfcc_delta2_2_mean,mfcc_delta2_3_mean,mfcc_delta2_4_mean,mfcc_delta2_5_mean,mfcc_delta2_6_mean,mfcc_delta2_7_mean,mfcc_delta2_8_mean,mfcc_delta2_9_mean,mfcc_delta2_10_mean,mfcc_delta2_11_mean,mfcc_delta2_12_mean,mfcc_delta2_13_mean,pitch_mean,pitch_std,pitch_range,rms_mean,rms_std,rms_range,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,contrast1_mean,contrast2_mean,contrast3_mean,contrast4_mean,contrast5_mean,contrast6_mean,contrast7_mean,contrast1_std,contrast2_std,contrast3_std,contrast4_std,contrast5_std,contrast6_std,contrast7_std,f1_mean,f2_mean,f3_mean,jitter,shimmer,hnr,filename,label
-316.2513,100.27011,21.950853,35.11413,1.5510368,-31.112566,-27.633408,-6.58537,-27.79327,-12.8165865,-9.505369,-10.695059,-3.9862056,-1.6571493,0.75210845,-0.067571014,-2.0559375,-0.086845145,0.88863385,0.27386194,-0.0640878,0.42608818,0.45607123,0.14385042,-0.09831015,0.070139006,-1.9370093,-1.7079693,1.2186452,0.27026704,-0.43864083,0.9739645,0.5086036,0.16343954,0.2942901,0.10363068,-0.09111057,0.2785927,0.013364502,213.64533793831725,116.62860327228131,448.8400972859333,0.11980802,0.07706958,0.3545601,0.11500186011904762,0.1232981054258316,1358.9599129985183,1315.702721424742,904.4752643806995,580.0084415343425,2248.232886904762,1888.5190298121759,0.003228084,0.009322676,30.31933912511404,20.416386751606815,29.037928053023116,27.23410306040611,34.66235525543498,32.44425950003624,44.63429206563486,4.664783359627992,5.919911148060608,11.126287336507756,10.344815144497911,10.387945676272333,15.289436308356269,15.562550138582141,804.7950686950732,1882.3842124548262,2954.1557390946055,0.027133010221920363,0.13457585378282066,13.36469965527228,a01.wav,angry
-255.7332,126.921165,-27.282253,19.803207,0.9438387,-36.956654,-19.068224,0.22951227,-30.486568,-3.6392605,-2.0123904,-11.998022,-0.28531173,0.9775737,0.1720671,-3.1796582,-1.1949421,0.7673737,-0.9732388,-0.061625324,1.3547603,0.44603142,0.43485677,-0.1041232,0.05757091,0.020836737,-2.528767,-1.1916486,0.96297413,0.091452956,-0.038035452,0.6291737,0.069706686,-0.0696506,0.32736695,-0.16858163,0.06643153,0.24368227,0.054494392,164.1284837924568,60.553129308977084,373.22412525387995,0.1242651,0.07184001,0.31148985,0.09561244419642857,0.06943604113972361,1230.770100849665,804.7629931289939,931.6987758441873,404.10486871279244,2090.848214285714,1252.139750220251,0.0020641477,0.0070625595,31.538975839228897,21.70119887818333,25.639954422919427,22.104948237076538,27.790862850782194,35.89713224018637,50.642833986211414,4.730343223503276,6.745997486088443,8.38674905870363,5.156559831641989,6.546478401170771,15.689362007629354,10.644381771110012,833.2803160321796,1976.9812791207978,2916.533989079809,0.021636798167839866,0.11136260434408007,12.680020819647341,a02.wav,angry
-238.40181,112.81586,-0.23793052,36.173115,3.8556194,-34.65628,-18.658876,2.0474572,-29.688784,-7.2830315,-7.8102694,-3.5187469,-3.2641528,-6.2144804,-6.288158,5.77256,4.0429106,-0.25937054,0.49414685,-0.59731436,1.0012716,-1.2235425,0.076981485,0.3607331,0.01001229,-0.0444693,-3.7944615,-0.61359304,1.0434296,-1.8821172,-0.30094457,2.7033048,0.74707043,0.6397319,1.788433,0.53853285,0.76324767,-0.25658464,-0.09181651,196.3390774666299,47.327957763050584,288.81522467688984,0.1765879,0.08124429,0.31189767,0.0795754825367647,0.05963213784631496,1135.9102243535099,751.4167751278598,1104.693245882178,456.5441487882166,2047.5643382352941,1257.7801986613554,0.003609993,0.01140347,28.880722657914507,22.266026196210234,26.99526376812758,19.817301836332042,22.9102300405477,25.99711307938506,46.691649960024165,5.902531852134679,5.263002574433696,8.923438013936215,7.013697966604096,7.007699343626984,15.068546475800266,19.172609694299066,856.3266514047392,2126.826153530157,3104.3693683684273,0.020811106083858322,0.11453483678908685,14.91474634029436,a03.wav,angry
-269.50116,112.7079,-0.21495382,17.101915,0.5082272,-35.658123,-36.0882,-0.66260785,-24.518698,-10.80409,-8.176145,-8.002295,-6.4911237,0.2936152,2.206779,-1.4630657,-1.813563,0.25784808,0.29953903,1.2168361,1.0126326,-0.18230389,-0.06808988,0.13698198,-0.08508967,0.083213635,-5.3817325,0.07936259,3.0567563,1.0185509,0.18855225,0.1235215,0.48967355,0.30272105,0.07682603,-0.26209617,-0.31658292,0.13392301,0.3180987,184.7297005557942,76.7700491575794,399.0856019671392,0.13047346,0.09718856,0.38011113,0.12479945591517858,0.1052355646571574,1431.018968274809,1140.2866463355913,1133.6617176699917,528.2446645324023,2473.7723214285716,1677.4931345843556,0.001290332,0.002142945,29.624381207690778,20.118658629170906,24.973039433218663,24.096799876053183,26.86956323462781,22.896245675794017,51.08100783208691,5.800319497840596,6.444654869299935,9.132750721066577,9.340649899948579,8.962750831312974,8.457206354244201,15.84292270676653,777.3314737921608,1936.9715724379193,2940.625152362268,0.020956267643417736,0.11399401909209882,14.425767794777702,a04.wav,angry
-274.0693,122.63693,-15.479925,28.320223,9.806606,-39.274124,-32.210457,-9.529909,-37.414284,-8.956628,-8.209796,-9.81616,-0.21131957,-1.3948386,1.0791796,-0.8339703,2.1378114,2.4514775,-2.9049373,-1.0188428,-0.23029709,-0.55293363,1.2910749,-0.013718869,-0.86664706,1.24095,-3.1844935,-1.0246024,1.3586187,0.84518355,-0.39808223,0.46596166,-0.028454216,0.33720842,0.4947745,-0.26825565,-0.04392511,0.23139077,-0.038243048,198.02086088754075,80.70743113258779,331.44579364645494,0.13954408,0.078196116,0.29015315,0.07935474537037036,0.052380012763006044,1076.5451470234964,517.3884898572259,1019.8983942808082,387.8961881901551,1970.920138888889,1076.8278149940095,0.00097064517,0.0036988808,30.80812751579377,21.916749278150203,30.54338977260463,24.214284675812035,28.96184668550112,29.654644832541287,51.09845102561099,6.404585890428358,6.8010110871851674,8.438988019888566,6.240673471201359,7.042934646354663,12.759859606816928,12.143433823899473,850.2690049215064,1907.5899513036325,2887.1564881228655,0.02473506027634946,0.08991282338640753,14.797286619842202,a05.wav,angry
-306.78568,104.077644,-0.92011315,20.279785,-7.3479857,-28.28697,-22.05738,-1.1495758,-24.631275,-5.7269573,-3.5421388,-10.3477745,-5.4963346,1.0419751,-2.73664,-0.34039116,1.5162734,1.1044627,0.009695065,-0.79145795,-0.28754652,-0.6689149,0.6494568,-0.3905409,-0.38009658,0.36749595,-0.82868433,-1.28267,0.7787355,0.49848938,0.18809019,0.5092833,-0.06451773,0.27720603,0.15939485,-0.1525166,-0.036659207,0.12360542,0.11172891,231.69123253320618,113.2776520307603,387.51154179766957,0.11439547,0.07959649,0.3550218,0.11675950038580248,0.0948497919341036,1517.8761661637866,1291.8500210141065,968.666906366347,560.2581801301059,2478.491512345679,1899.3656721583147,0.004101332,0.010934468,29.19656126757444,20.097452935177618,26.17603479753656,26.134185355366213,33.312990814168685,34.550568241283315,45.712182632348956,3.6773472660447135,6.3616937402952045,9.855911114045592,11.841773128074392,15.229772075126698,15.459593688317494,13.729684133244621,855.2464138087666,1940.813730753942,2957.719179961332,0.026788019488240222,0.11201552261187189,12.472949528558605,a06.wav,angry
-210.6847,129.74013,-25.55819,4.726431,-14.418629,-30.332418,-22.566694,-5.783163,-30.643583,7.0268016,-3.5992393,-10.1573,-2.8646276,-3.8175418,-1.5196413,1.4930183,1.1082599,-0.017042222,-0.3811631,-0.41805536,-0.76895094,-0.25333756,0.38107795,0.12590724,-0.26667795,0.3451211,-1.2655486,-0.8613191,0.24456899,-0.25819623,0.34133318,1.4154909,0.5247921,0.24405722,1.0446926,0.41566008,-0.004593938,-0.25862488,0.030554472,199.71487770477455,79.23652695163494,381.56505544966404,0.19943646,0.08998266,0.36459956,0.06524268617021277,0.028568657804420774,1005.5423041472931,368.84059817715286,1007.8335760788173,383.0138304737555,1859.5412234042553,992.7148107713011,0.00067788566,0.0008499402,29.64385222935784,24.855425488144807,24.852076237075625,20.86738328257383,28.862092917372966,27.44526071322442,51.99886385468092,5.059900676980322,4.07032044678755,7.281885301060965,7.108617951486903,13.660901915837604,11.648767623841735,12.858546876492028,751.783346279984,1899.3966183081907,2860.3222716217897,0.012351516764822885,0.09824723659690504,16.121748875044485,a07.wav,angry
-279.7005,96.63327,15.566544,15.611802,-15.697505,-26.293266,-27.58932,-5.2551274,-23.844574,-9.619095,-10.687826,-9.22811,-4.314894,-1.0489802,-1.1364826,0.31352916,-0.6609019,0.4460347,0.5790197,0.088650696,0.43212658,0.53039604,0.32498664,-0.22251765,-0.24043806,0.05237706,-0.3286158,0.20740522,1.0813247,-0.4852945,0.13418591,0.5598421,-0.14338863,0.0014672022,-0.007025605,-0.29984978,0.12197999,0.31378722,-0.002008475,206.36777503952084,47.14215690910541,324.9133304313898,0.1541498,0.08937063,0.318152,0.098828125,0.07606811920872913,1358.2056690449456,1133.2485236782913,1099.2798141389703,563.8432358209762,2221.153846153846,1759.8574766469605,0.0024513602,0.0069503738,27.151180351777242,20.95700292807456,26.976749292839784,25.93298908889522,26.629540675522854,27.04894507247634,51.65487189471058,4.848418008297187,5.796374278387061,7.6980416241997665,8.367884120542481,12.133459669614854,10.969337111061291,12.200410740097363,810.5086298716861,1853.343380707842,2999.5258456731426,0.023836650128863997,0.09184592934084435,15.53028828293289,a08.wav,angry
-331.17624,109.05879,11.558946,35.89938,10.759571,-29.4554,-31.528364,-11.716922,-23.848442,-4.452178,-8.346491,-12.532963,-1.5801437,-3.3738778,-1.3193771,1.2428485,1.6375892,0.8737905,0.3989371,-0.13735498,-0.6289116,-0.19146086,0.35149124,0.049079753,-0.39336815,0.50254244,-1.8956479,0.30062142,0.8384632,-0.41408032,0.17404722,0.34656355,0.2565328,0.24177781,0.097396374,0.1165253,0.28678477,-0.1084585,0.107878566,178.37424046914845,87.38299278772465,448.0569975836055,0.092689104,0.06791111,0.2786911,0.10697798295454546,0.14418593329402168,1216.1887909227519,1196.6912598976935,926.8448578535045,446.00319156043844,2046.963778409091,1641.6297883277023,0.0018515728,0.0072873393,30.308303311542183,19.0899200708853,29.715436157496164,31.489187123982106,31.2898276351924,32.19434226395022,47.83989595424801,5.244553721615465,5.635856495504231,11.662910583436366,13.685792206496002,11.037555742772033,13.58206067546162,14.00583720342004,713.9453819442585,1881.4115448784817,2912.837481781383,0.027037991129273676,0.11856984410409249,13.988044125376414,a09.wav,angry
-297.57614,104.73569,4.445985,27.441998,-6.5461016,-33.78053,-32.59964,-11.582304,-27.24153,-10.17773,-7.1672006,-9.612027,-4.3448753,-0.84837824,0.26425603,-0.503125,-0.071011595,0.6741559,-0.08304065,0.4059948,0.37381148,-0.2478438,-0.2578107,0.3344399,0.071854256,-0.34836414,-0.33900636,-0.49493584,0.5236054,-0.16251804,-0.42865992,0.5690976,0.4105906,0.18349582,0.121460065,-0.015063661,0.10677621,0.049920786,-0.28887534,188.68075686610806,67.3291378886439,430.2733660843706,0.13666593,0.086976886,0.37795737,0.10435984959112149,0.09357206315841939,1246.557614973706,1002.4875757953412,943.3786331978274,499.93398109514885,2086.0105140186915,1549.0110273279952,0.0019135432,0.0054878592,30.794378971073773,22.781156767712588,28.015608804016054,28.403270189041383,33.74765829000823,30.26408728784811,49.82922063602301,4.859815309615646,6.498723461612164,7.8876839553624505,12.874020492875102,12.654268342877222,14.703942262704697,13.92461527434465,713.0398018230738,1777.4623966636866,2839.439708082441,0.023921797606919332,0.10338960491016941,14.908382296862722,a10.wav,angry
