mfcc1_mean,mfcc2_mean,mfcc3_mean,pitch_mean,pitch_std,f1_mean,f2_mean,f3_mean,filename,label
-134.42795,114.354576,-13.819464,134.8279708959836,84.29345330816685,907.2303786171005,1983.1560894437016,2988.539993791937,03-01-01-01-01-01-01.wav,neutral
-155.63342,104.489876,-9.1539135,129.35172722040474,57.683370774501334,933.07007096882,1984.6611120356552,3019.766314795841,03-01-01-01-01-02-01.wav,neutral
-156.0184,107.87068,-5.857292,127.33178745889145,61.99885125021548,943.2242838273312,1983.7024787562912,3050.2689114184436,03-01-01-01-02-01-01.wav,neutral
-167.95067,102.615906,-0.55612034,115.15790486567971,14.11382852845796,936.1920269226059,1947.6231699347882,3009.16561665665,03-01-01-01-02-02-01.wav,neutral
-145.90636,108.10453,0.7547921,125.98787353001018,50.19159744025578,919.9568535674905,1963.3479939834674,3013.859569153077,03-01-02-01-01-01-01.wav,calm
-175.30057,118.96541,-2.875773,112.44914627499985,20.665762329323186,867.8168019669737,1906.547185727108,2939.595073830478,03-01-02-01-01-02-01.wav,calm
-150.5875,107.691055,-6.2404504,110.87818555109854,16.525996085643293,890.0720220541963,1937.2213392070269,3001.066485461794,03-01-02-01-02-01-01.wav,calm
-160.32706,116.44779,-7.971758,107.13690501175495,11.87797002122507,890.9002249520111,1909.4299443718346,2980.5470942649836,03-01-02-01-02-02-01.wav,calm
-148.52855,115.85018,1.3626431,108.01578401495404,38.9147382794523,851.025751249211,1884.1931162070402,2907.7846114136037,03-01-02-02-01-01-01.wav,calm
-162.28314,105.93702,-2.5614843,106.64057414192561,21.162144051819787,906.3557288279313,1939.9520334158144,2970.833764784622,03-01-02-02-01-02-01.wav,calm
-132.49315,96.32683,4.3832173,115.97028270387516,42.90393028355244,903.6131163550907,1894.2657194161834,2978.8683952264864,03-01-02-02-02-01-01.wav,calm
-140.83363,95.87489,-0.56067735,108.69372593685333,20.90187774729614,938.6217537181549,1965.0545708115585,2998.7207100983555,03-01-02-02-02-02-01.wav,calm
-125.1787,108.5249,-12.750311,160.16031811793007,53.39201378476634,798.6858651653039,1837.169565994406,2899.980478948953,03-01-03-01-01-01-01.wav,happy
-183.56258,100.756096,-14.095285,149.78913477878856,92.48379127505159,930.4457726574938,1963.978147812498,3005.34759081486,03-01-03-01-01-02-01.wav,happy
-127.816376,107.006424,-0.7321502,137.2366784111917,51.284084147651946,928.0624619693145,1888.766520125035,2994.7205549237447,03-01-03-01-02-01-01.wav,happy
-111.86907,88.35189,-1.762402,137.81960903546653,70.21144226067968,956.2706622753353,1969.9532285820374,3034.160545692533,03-01-03-01-02-02-01.wav,happy
-158.70068,84.9267,-18.76642,209.56208684945494,49.38628852450534,907.2770311121772,1914.3302330680408,2909.908922954595,03-01-03-02-01-01-01.wav,happy
-173.6683,86.639084,-28.225592,224.20940809250953,78.07896957005813,919.6615169817567,1832.1492297648388,2890.865900840248,03-01-03-02-01-02-01.wav,happy
-119.79694,69.54781,-18.618893,187.40046537878516,74.57214618389374,984.7811383152767,1933.1331768196578,3023.819683515813,03-01-03-02-02-01-01.wav,happy
-141.44711,74.04506,-22.01967,180.97212588435892,69.65297770823534,946.1138015277817,1956.8549118496842,3025.379668663491,03-01-03-02-02-02-01.wav,happy
-185.03648,105.790085,-10.582515,126.80455017971742,22.529785668148644,916.8168048434175,1955.8262167737926,3050.4555109380635,03-01-04-01-01-01-01.wav,sad
-166.36719,109.72305,-11.896858,109.39728607296719,21.209592322450746,898.2021038315993,1961.7118296769374,2990.101878853398,03-01-04-01-01-02-01.wav,sad
-150.01729,112.71595,-11.204043,107.9800577773271,19.587598412218387,939.3906610241767,1969.9288514797656,3097.9445537173337,03-01-04-01-02-01-01.wav,sad
-149.87321,105.40996,-4.74052,112.31780621618825,21.748894277328514,889.0363759182213,1975.5452713226057,3051.5564010818753,03-01-04-01-02-02-01.wav,sad
-162.99548,106.685814,-5.4683847,124.42045867211893,19.970872317726126,922.0825301661141,1978.7213487308188,3057.4322563631154,03-01-04-02-01-01-01.wav,sad
-190.1833,95.8847,-11.142574,147.1301266219393,33.80524307290255,926.43183227186,2007.3707578380863,3031.071675290929,03-01-04-02-01-02-01.wav,sad
-157.42673,90.73993,-13.299506,141.30519842833303,31.627667128564525,891.5051777105606,1928.1014754920864,3072.7985286672315,03-01-04-02-02-01-01.wav,sad
-120.651474,82.7527,-10.051072,149.5970345010551,46.67613932229038,898.764088023384,1945.8952475766068,3012.1552128375324,03-01-04-02-02-02-01.wav,sad
-164.05898,69.927925,-3.7469478,159.22943755389633,47.562188006607435,1012.2424836755629,2073.847310279147,3154.2714832308016,03-01-05-01-01-01-01.wav,angry
-122.08042,61.058693,-6.992972,205.72806412315109,81.16343376835785,892.9707287075137,1892.0042293303736,2997.3419319505942,03-01-05-01-01-02-01.wav,angry
-127.4219,78.50826,-0.5553538,168.04013587810402,70.91765675386625,952.7664126286386,1943.032795998535,3063.620371973867,03-01-05-01-02-01-01.wav,angry
-152.42894,71.429115,-7.7052407,201.40069964897913,112.76356445763216,952.0269393116607,1929.3953818715092,3055.1715761832857,03-01-05-01-02-02-01.wav,angry
-130.2068,29.834225,-35.540035,328.63014466969275,68.06046420276394,988.5845740159957,1975.5441527942935,3051.220932164975,03-01-05-02-01-01-01.wav,angry
-152.03706,39.885937,-23.670355,265.75398405513823,43.62285931392489,1046.6370634876637,1988.2868285015682,3079.699871223754,03-01-05-02-01-02-01.wav,angry
-149.00189,33.63871,-17.603745,216.95104977931078,81.69429307256833,1090.6797039654116,2039.314257142223,3102.790829363598,03-01-05-02-02-01-01.wav,angry
-111.61588,23.181896,-36.682236,334.497547413407,89.74572320440862,1030.5255443141132,1963.767838306946,3044.4970870889983,03-01-05-02-02-02-01.wav,angry
-155.44862,95.905334,-10.36689,147.59678653241744,18.342117286223964,784.2590739355554,1861.9151840230054,2891.499599829511,03-01-06-01-01-01-01.wav,fearful
-108.318565,93.846794,-18.882933,191.40088632949875,89.3743402301689,872.9185155690489,1813.8599172639115,2889.5053855000974,03-01-06-01-01-02-01.wav,fearful
-118.30325,93.66455,-4.0188265,133.67623576662237,58.35339231326543,935.4685961697321,1974.7757264189725,3066.553888776673,03-01-06-01-02-01-01.wav,fearful
-125.512985,85.23399,-11.028601,129.69289442208262,33.8218480239581,872.6755541937808,1878.3715650967565,2956.972580260911,03-01-06-01-02-02-01.wav,fearful
-214.77205,41.66974,-14.801156,240.89873518363,111.24019046848147,1020.9525034307927,1937.532379059426,3072.8503071580885,03-01-06-02-01-01-01.wav,fearful
-208.72618,55.88306,-30.412985,256.6953241820718,68.28666164071811,974.1705013781159,1874.6800287061271,2934.4878545699016,03-01-06-02-01-02-01.wav,fearful
-146.12955,35.85535,-33.462734,259.4118129561001,37.81557860704523,1069.3640875103958,2008.4908034755945,3168.5897040442323,03-01-06-02-02-01-01.wav,fearful
-161.49973,48.795464,-29.36317,253.87678200066208,39.67902366908709,958.3347543343742,1855.8837401756325,2982.831132230421,03-01-06-02-02-02-01.wav,fearful
-144.4315,89.61497,0.39072922,149.94054432591352,58.018457739485875,934.2685353700784,1945.5584294302791,3065.6368025016754,03-01-07-01-01-01-01.wav,disgust
-167.86282,81.15469,-0.10937674,160.34738228238615,63.842213270414845,911.1209046029296,1910.6794311428432,2967.8073360792428,03-01-07-01-01-02-01.wav,disgust
-150.60757,89.87798,5.1151204,122.78115031983423,43.86591850875182,900.2572186941949,1896.5546393324826,2932.345250292541,03-01-07-01-02-01-01.wav,disgust
-136.64146,88.2416,3.5353394,131.38900220204044,34.76921908019852,979.784202401162,1992.6823488223251,3095.2894576558742,03-01-07-01-02-02-01.wav,disgust
-200.25479,59.411594,-10.098529,248.76280629047585,86.01759293436065,852.3580070863392,1761.305732909579,2872.2530993033984,03-01-07-02-01-01-01.wav,disgust
-148.72867,61.471004,-7.691886,255.50694724313803,87.68426054491256,930.313277654714,1872.6423338551092,2978.496454469209,03-01-07-02-01-02-01.wav,disgust
-178.57133,51.48135,0.7109542,194.93231921728656,68.48846700903798,852.7564889102364,1766.8294378130217,2952.164663558849,03-01-07-02-02-01-01.wav,disgust
-175.4728,68.9836,-6.080071,209.36459693090123,88.57720738779122,855.1268448748626,1821.7994051798203,2979.4197190047676,03-01-07-02-02-02-01.wav,disgust
-164.10135,105.69238,-6.000208,151.81098312836247,32.34457745953441,916.9986880037876,1938.5407808371683,2994.342227898044,03-01-08-01-01-01-01.wav,surprised
-148.83464,111.793335,-11.636529,127.27423094860482,13.95086743580722,946.623845617481,1953.3629228741427,3050.6320401246394,03-01-08-01-01-02-01.wav,surprised
-177.10027,97.65182,2.208858,129.22521528732733,24.885624653673663,928.8166445493424,1941.8620174006562,3022.8576206919365,03-01-08-01-02-01-01.wav,surprised
-135.19838,100.5842,-7.8092575,161.7057815285646,72.00239292391218,923.6675347966232,1943.40962417549,3009.7467738509054,03-01-08-01-02-02-01.wav,surprised
-120.514534,93.711815,-18.996334,184.63934353822648,85.40542457614735,947.9903161233339,1921.3378468801773,3014.49768045906,03-01-08-02-01-01-01.wav,surprised
-128.44695,77.73908,-14.616237,209.81618732542424,81.47168039397208,943.3090355112708,1925.6385568262224,3093.0987792109618,03-01-08-02-01-02-01.wav,surprised
-127.95016,77.347336,-10.915207,175.45603962052036,72.7047881636701,957.2282612174823,1973.0811806001484,3077.941517362028,03-01-08-02-02-01-01.wav,surprised
-98.54111,82.58728,-23.155914,217.74046555042506,83.13679830356155,936.2907589781508,1938.6655646148756,3020.870157943676,03-01-08-02-02-02-01.wav,surprised
-169.23871,87.77191,-33.445118,224.81224400056152,91.03688654990823,899.347930575735,2017.8412675630855,3320.2267606581313,03-01-01-01-01-01-02.wav,neutral
-155.307,78.48373,-33.104427,253.56093035620563,89.70847824321643,902.1759167719794,2035.5067698718644,3232.7632883825286,03-01-01-01-01-02-02.wav,neutral
-182.59511,75.9838,-34.075554,233.77188581538329,72.29104450595399,863.242532597554,1955.5293802526417,3116.702510433787,03-01-01-01-02-01-02.wav,neutral
-164.74391,72.19261,-35.548122,227.26370219257396,84.29936368609566,896.1978155007214,2006.6754226036169,3222.647619999604,03-01-01-01-02-02-02.wav,neutral
-198.85167,80.903496,-18.248842,238.04974048365264,81.99857865465471,857.1164650115197,2022.6172696652602,3119.678262147421,03-01-02-01-01-01-02.wav,calm
-175.86073,75.27016,-21.635172,230.33523908688895,41.03477846383813,882.8311011420591,2006.0243234189763,3352.188808756429,03-01-02-01-01-02-02.wav,calm
-189.87805,70.14265,-21.164629,219.04756776682342,36.680485927329215,921.3558943713923,2043.6158078545336,3529.42540047757,03-01-02-01-02-01-02.wav,calm
-190.71997,72.93576,-30.635656,224.81542988758568,61.94853926420733,883.5974558619865,1947.6972398441255,3246.8538209733347,03-01-02-01-02-02-02.wav,calm
-192.78444,70.14257,-16.062387,230.51226640802386,48.5091922120459,886.2419769032609,2037.0268565840977,3271.017689449996,03-01-02-02-01-01-02.wav,calm
-197.0824,67.955376,-17.144936,225.41880765184183,50.753671170671694,895.9876771863293,1985.8433801279602,3456.5172677449054,03-01-02-02-01-02-02.wav,calm
-201.98164,63.383766,-19.333933,227.4388731817427,34.12531355900654,878.3138436219937,1945.5605805604569,3303.0718324730906,03-01-02-02-02-01-02.wav,calm
-156.51416,67.73414,-14.696444,208.5491293800585,66.85938854478904,900.8720052379526,1996.5917587951162,3502.2307994164807,03-01-02-02-02-02-02.wav,calm
-195.99315,71.40105,-50.470848,243.25899711159326,77.56268240374195,927.7273959440133,1954.946166969998,3022.688599399849,03-01-03-01-01-01-02.wav,happy
