pitch_mean,mfcc8_mean,f1_mean,mfcc2_mean,hnr,flatness_mean,mfcc1_mean,pitch_std,mfcc_delta7_mean,contrast3_mean,mfcc_delta2_12_mean,mfcc12_mean,rms_mean,mfcc5_mean,mfcc10_mean,mfcc7_mean,contrast4_std,mfcc_delta2_6_mean,f2_mean,mfcc_delta4_mean,mfcc6_mean,mfcc_delta2_3_mean,mfcc_delta2_7_mean,mfcc_delta2_9_mean,zcr_mean,mfcc_delta2_13_mean,mfcc4_mean,shimmer,contrast1_mean,contrast6_std,contrast6_mean,jitter,label,filename
134.8279708959836,-29.941748,907.2303786171004,114.354576,7.490393884954897,0.015820872,-134.42795,84.29345330816685,0.5382947,19.699222454740656,-0.23905078,3.1654723,0.1482842,0.47914848,0.11051407,-13.727076,3.1191118630363026,0.21047011,1983.1560894437016,-2.2157695,-10.455823,-0.38632217,-0.13342337,0.29662007,0.09354248046875,0.10147405,31.798847,0.1378252400839822,32.28600743627942,4.064748846590152,21.91641431437113,0.0418949035790776,neutral,03-01-01-01-01-01-01.wav
129.35172722040474,-29.996695,933.07007096882,104.489876,9.24104234700034,0.01792568,-155.63342,57.68337077450133,0.07556584,20.963580502208533,-0.42630795,1.0517881,0.13034603,-1.7801237,0.9265483,-14.313225,3.628293589481229,0.166713,1984.6611120356552,-1.4085344,-9.343889,-0.6234067,0.07120798,0.33598104,0.0894019717261904,0.3276487,35.398403,0.1720016608090671,31.64849419475981,3.815733135698762,21.796160131418937,0.0311922377106518,neutral,03-01-01-01-01-02-01.wav
127.33178745889144,-27.712086,943.2242838273312,107.87068,8.468530824584308,0.013159685,-156.0184,61.99885125021548,0.22228773,21.12640690987092,-0.42508262,4.2053213,0.12359937,-5.3007307,0.23963384,-17.69721,3.834642757917584,0.59355414,1983.7024787562912,-1.5947055,-4.3805466,1.2008379,-0.9161135,0.57888097,0.1159423828125,0.25268725,28.316214,0.1274784277513663,31.302686505117386,3.443656271707472,21.75741777568746,0.0317971145438716,neutral,03-01-01-01-02-01-01.wav
115.15790486567973,-26.50353,936.192026922606,102.615906,8.494922696945487,0.017456658,-167.95067,14.11382852845796,0.32047424,20.75608657502787,-0.58573765,-0.78389347,0.10837057,-0.87180984,1.1347476,-20.79818,3.842967780439936,0.7047684,1947.623169934788,-0.657559,-1.7269074,0.8209314,-0.8412149,0.7569157,0.1171374198717948,0.4136157,29.056,0.1160517821249837,32.91194091325529,3.937764737996299,19.752641978730374,0.0376750201303356,neutral,03-01-01-01-02-02-01.wav
125.98787353001018,-19.719933,919.9568535674904,108.10453,8.064809824908771,0.022387682,-145.90636,50.19159744025578,0.54768527,21.302722432281435,-0.1571712,3.2382178,0.1517872,2.7229455,1.8830612,-14.303703,3.929320005681728,0.6253547,1963.3479939834676,-2.3572748,-5.4764147,0.81417465,-0.23161007,0.2680257,0.1098736702127659,0.21344465,29.923216,0.1325704447781452,30.65712716037053,3.320984677548011,20.56369867246525,0.0360807960869318,calm,03-01-02-01-01-01-01.wav
112.44914627499983,-16.557257,867.8168019669737,118.96541,9.888072090911413,0.01644854,-175.30057,20.665762329323183,0.7339023,19.900626172898207,-0.22597295,0.629053,0.11987786,6.3401437,3.32906,-15.365435,3.938709011344909,0.6307467,1906.547185727108,-1.7322444,-6.3430185,0.5459616,0.0038737701,0.21717419,0.0857496995192307,0.1890232,25.608877,0.1173189495325168,31.866789931570302,3.111894055723039,19.322469433704853,0.0239669253803061,calm,03-01-02-01-01-02-01.wav
110.87818555109854,-19.892128,890.0720220541963,107.691055,9.871303485367816,0.011676032,-150.5875,16.525996085643293,0.2533741,20.64884821401155,-0.3294129,0.992802,0.14896643,-2.0817049,1.8100804,-13.684921,3.233576478734008,0.115350515,1937.2213392070269,-0.7752544,-0.60220814,0.36545154,-0.56473565,0.32195976,0.1265510110294117,0.3145184,24.854153,0.1157662522130447,32.479053145301826,3.2046800055813938,20.632632967887155,0.0227028347663125,calm,03-01-02-01-02-01-01.wav
107.13690501175496,-20.850088,890.9002249520111,116.44779,10.07899298587702,0.010799688,-160.32706,11.87797002122507,0.5448336,21.418729747339984,-0.3229657,1.8460311,0.13088964,-0.6856629,-0.23300926,-17.147484,3.284209907456861,0.3285085,1909.4299443718344,-1.1143197,-1.4796942,0.18798274,-0.58703583,0.48358336,0.1033732096354166,0.13252048,26.92041,0.1139902279419542,32.62010812723218,3.2306567369152788,19.73221158905405,0.0240604882870918,calm,03-01-02-01-02-02-01.wav
108.01578401495404,-11.949899,851.025751249211,115.85018,10.326339243241147,0.017977476,-148.52855,38.9147382794523,0.064080544,19.50681432494905,-0.28484043,-1.0869272,0.14260563,3.828945,2.4216666,-13.431987,3.252000338245587,0.45226017,1884.19311620704,-1.3299837,-5.5903997,0.5624959,0.06811878,0.12891735,0.0821097237723214,0.28910318,27.556885,0.1082680633463019,32.09534410856712,3.053397046539196,18.836749882363595,0.0257294886068296,calm,03-01-02-02-01-01-01.wav
106.6405741419256,-13.768396,906.3557288279312,105.93702,9.182577267803856,0.023901626,-162.28314,21.162144051819787,0.5125346,18.165296621662502,-0.04281363,-2.1094923,0.11922483,1.3591174,3.7334812,-15.343306,2.9821207929231703,0.44935954,1939.9520334158144,-1.015366,-3.6406608,0.118296206,-0.0014069602,0.17578521,0.1261825561523437,0.12312136,23.268139,0.1172810382834243,29.985266309670585,2.378063367245926,19.311666243971715,0.034391914050172,calm,03-01-02-02-01-02-01.wav
115.97028270387516,-12.894623,903.6131163550908,96.32683,10.694202399859217,0.019331574,-132.49315,42.90393028355244,0.147755,20.01368945510236,-0.3191632,-0.5168691,0.17571034,3.252633,2.3508964,-16.893564,3.127455913668378,0.14198306,1894.2657194161836,-0.54947215,0.50632393,0.23069361,-0.34329462,0.3927806,0.1406112455985915,0.11231247,15.519945,0.0925436829216252,32.30581545811017,2.5688481970577164,18.924411656159027,0.0247945813044712,calm,03-01-02-02-02-01-01.wav
108.69372593685333,-16.916788,938.6217537181548,95.87489,9.756154272386306,0.019697864,-140.83363,20.90187774729614,0.6133488,19.89724307421572,-0.22360621,0.65878904,0.14489608,1.0325761,5.7253575,-19.88417,4.234548568913006,0.26908013,1965.0545708115585,-0.9475718,-0.05671046,0.1413576,-0.63212526,0.47181895,0.140199722782258,0.05493666,25.285473,0.098960249110708,32.57567666462842,3.002289662343635,19.007726996332096,0.0218962994283041,calm,03-01-02-02-02-02-01.wav
160.16031811793007,-24.661098,798.6858651653039,108.5249,8.494017050371028,0.02185533,-125.1787,53.39201378476634,0.02178385,20.809786013926963,-0.19728649,4.6738124,0.17679936,-9.352283,-2.845408,-17.079008,4.398774157857512,0.61888415,1837.169565994406,-2.5341094,-11.169151,-0.4193535,-0.34954357,0.38585973,0.1019977072010869,0.23246124,27.833645,0.1447242776269304,30.988844372095272,4.999232355007488,22.915704935467957,0.0333762305916405,happy,03-01-03-01-01-01-01.wav
149.78913477878856,-26.039557,930.4457726574938,100.756096,8.442664166338293,0.013514995,-183.56258,92.4837912750516,0.9135025,19.97557647359102,-0.19382255,8.632251,0.13324946,-0.9895304,2.7289083,-14.373537,3.9401944226179983,0.5340745,1963.978147812498,-0.72741115,-12.585621,0.7722914,0.042241875,-0.2590657,0.1020685369318181,0.25002393,30.26416,0.1379871280038819,31.02680416831842,5.194429039885346,23.17433437611632,0.0275974260051985,happy,03-01-03-01-01-02-01.wav
137.2366784111917,-28.099245,928.0624619693144,107.006424,8.513486943624107,0.01749303,-127.816376,51.284084147651946,0.11046447,21.69557743175213,-0.2965554,4.4340816,0.18085743,-10.5040655,4.830383,-17.843481,4.176537668860124,0.42699513,1888.766520125035,-1.0689623,-8.199681,0.28198436,-0.9325543,0.33651462,0.1240442154255319,0.19860056,22.435137,0.1265809565017369,31.142491078731982,4.034355381587795,21.600514585769908,0.0228855665332388,happy,03-01-03-01-02-01-01.wav
137.81960903546653,-28.461878,956.2706622753352,88.35189,8.401408243822384,0.016751667,-111.86907,70.21144226067968,-0.5192481,22.182626497115123,-0.45607308,4.1289196,0.18775028,-9.977141,0.49027973,-16.902098,3.293177125866193,0.35468128,1969.9532285820371,-1.3958552,-4.3733,0.11666718,-0.56861925,0.22410716,0.1323875144675926,0.17434882,25.896257,0.1314637533822394,32.8157128026996,4.395081081110162,22.196978345410027,0.0205940443294348,happy,03-01-03-01-02-02-01.wav
